initialization,selection,crossover,mutation,pop_size,n_generations,mutation_rate,crossover_rate,elitism,mean_fitness,std_fitness,all_fitnesses
random_initialization,tournament_selection,blend_crossover,non_uniform_mutation,100,100,0.05,0.9,2,0.9385476030841435,0.0022418706000670308,"[0.9363057324840764, 0.9407894736842105]"
random_initialization,rank_selection,arithmetic_crossover,gaussian_mutation,100,100,0.05,0.9,2,0.8881454109657445,0.01508039548586837,"[0.9032258064516129, 0.8730650154798761]"
random_initialization,rank_selection,arithmetic_crossover,uniform_mutation,100,100,0.05,0.9,2,0.8752046480054307,0.004542187437607315,"[0.8706624605678234, 0.879746835443038]"
random_initialization,rank_selection,arithmetic_crossover,non_uniform_mutation,100,100,0.05,0.9,2,0.860962285954407,0.00131316314738944,"[0.8596491228070176, 0.8622754491017964]"
random_initialization,rank_selection,blend_crossover,gaussian_mutation,100,100,0.05,0.9,2,0.9006944444444445,0.011805555555555569,"[0.9125, 0.8888888888888888]"
random_initialization,rank_selection,blend_crossover,uniform_mutation,100,100,0.05,0.9,2,0.8713182881889341,0.004061651020792423,"[0.8753799392097265, 0.8672566371681416]"
random_initialization,rank_selection,blend_crossover,non_uniform_mutation,100,100,0.05,0.9,2,0.892280575251372,0.01966911028321916,"[0.9119496855345912, 0.8726114649681529]"
xavier_initialization,roulette_selection,arithmetic_crossover,gaussian_mutation,100,100,0.05,0.9,2,0.9252856131837024,0.004650692548781754,"[0.9299363057324841, 0.9206349206349206]"
xavier_initialization,roulette_selection,arithmetic_crossover,uniform_mutation,100,100,0.05,0.9,2,0.9245648734177214,0.005814873417721522,"[0.91875, 0.930379746835443]"
xavier_initialization,roulette_selection,arithmetic_crossover,non_uniform_mutation,100,100,0.05,0.9,2,0.9228403634776399,0.001210269433752631,"[0.9216300940438872, 0.9240506329113924]"
xavier_initialization,roulette_selection,blend_crossover,gaussian_mutation,100,100,0.05,0.9,2,0.9252841023981883,0.001233469486795813,"[0.9240506329113924, 0.9265175718849841]"
xavier_initialization,roulette_selection,blend_crossover,uniform_mutation,100,100,0.05,0.9,2,0.9156960284720537,0.0054396182156434825,"[0.9211356466876972, 0.9102564102564102]"
xavier_initialization,roulette_selection,blend_crossover,non_uniform_mutation,100,100,0.05,0.9,2,0.9183051786208807,0.005261700360011112,"[0.9130434782608695, 0.9235668789808917]"
xavier_initialization,tournament_selection,arithmetic_crossover,gaussian_mutation,100,100,0.05,0.9,2,0.9468623586764858,0.0015247380977077007,"[0.9483870967741935, 0.9453376205787781]"
xavier_initialization,tournament_selection,arithmetic_crossover,uniform_mutation,100,100,0.05,0.9,2,0.9438226564432353,0.0015149641355429178,"[0.9423076923076923, 0.9453376205787781]"
xavier_initialization,tournament_selection,arithmetic_crossover,non_uniform_mutation,100,100,0.05,0.9,2,0.9438226564432353,0.0015149641355429178,"[0.9453376205787781, 0.9423076923076923]"
xavier_initialization,tournament_selection,blend_crossover,gaussian_mutation,100,100,0.05,0.9,2,0.9396891302033429,0.004205259235601,"[0.9354838709677419, 0.9438943894389439]"
xavier_initialization,tournament_selection,blend_crossover,uniform_mutation,100,100,0.05,0.9,2,0.9242062668603445,0.006173479975098539,"[0.9180327868852459, 0.930379746835443]"
xavier_initialization,tournament_selection,blend_crossover,non_uniform_mutation,100,100,0.05,0.9,2,0.9369858437382553,0.0019209086733202874,"[0.9389067524115756, 0.935064935064935]"
xavier_initialization,rank_selection,arithmetic_crossover,gaussian_mutation,100,100,0.05,0.9,2,0.8961213460332627,0.017616673136066408,"[0.9137380191693291, 0.8785046728971962]"
xavier_initialization,rank_selection,arithmetic_crossover,uniform_mutation,100,100,0.05,0.9,2,0.8825344952795933,0.00018155410312276077,"[0.8827160493827161, 0.8823529411764706]"
xavier_initialization,rank_selection,arithmetic_crossover,non_uniform_mutation,100,100,0.05,0.9,2,0.8836283185840708,0.016371681415929207,"[0.9, 0.8672566371681416]"
xavier_initialization,rank_selection,blend_crossover,gaussian_mutation,100,100,0.05,0.9,2,0.8805929675494892,0.01572810268462438,"[0.8648648648648649, 0.8963210702341137]"
xavier_initialization,rank_selection,blend_crossover,uniform_mutation,100,100,0.05,0.9,2,0.8717403920874278,0.008518507588947566,"[0.8802588996763754, 0.8632218844984803]"
xavier_initialization,rank_selection,blend_crossover,non_uniform_mutation,100,100,0.05,0.9,2,0.875,0.0,"[0.875, 0.875]"
random_initialization,roulette_selection,arithmetic_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.9282123814563067,0.00216736537913631,"[0.930379746835443, 0.9260450160771704]"
random_initialization,roulette_selection,arithmetic_crossover,uniform_mutation,100,100,0.1,0.9,2,0.9194137731365932,0.0022163209072939005,"[0.9171974522292994, 0.9216300940438872]"
random_initialization,roulette_selection,arithmetic_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.9307661984688479,0.000829892736363802,"[0.9299363057324841, 0.9315960912052117]"
random_initialization,roulette_selection,blend_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.9156241760173439,0.00026367444994579436,"[0.9153605015673981, 0.9158878504672897]"
random_initialization,roulette_selection,blend_crossover,uniform_mutation,100,100,0.1,0.9,2,0.9159700358267289,0.0020627510585169984,"[0.9139072847682119, 0.9180327868852459]"
random_initialization,roulette_selection,blend_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.9172651653479408,0.005315479813349566,"[0.9119496855345912, 0.9225806451612903]"
random_initialization,tournament_selection,arithmetic_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.9348195329087049,0.0014861995753715496,"[0.9333333333333333, 0.9363057324840764]"
random_initialization,tournament_selection,arithmetic_crossover,uniform_mutation,100,100,0.1,0.9,2,0.9326860841423948,0.0006472491909385036,"[0.9320388349514563, 0.9333333333333333]"
random_initialization,tournament_selection,arithmetic_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.9280447339314244,0.003994101020031948,"[0.9240506329113924, 0.9320388349514563]"
random_initialization,tournament_selection,blend_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.9301034329589442,0.004537089916872905,"[0.934640522875817, 0.9255663430420712]"
random_initialization,tournament_selection,blend_crossover,uniform_mutation,100,100,0.1,0.9,2,0.9242487132658144,0.003196081686867025,"[0.9274447949526814, 0.9210526315789473]"
random_initialization,tournament_selection,blend_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.9247367989840645,0.005642947851378476,"[0.930379746835443, 0.919093851132686]"
random_initialization,rank_selection,arithmetic_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.8898964627236139,0.012924853890806276,"[0.8769716088328076, 0.9028213166144201]"
random_initialization,rank_selection,arithmetic_crossover,uniform_mutation,100,100,0.1,0.9,2,0.8912288822031937,0.00532284193473731,"[0.8859060402684564, 0.896551724137931]"
random_initialization,rank_selection,arithmetic_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.9029174901914512,0.0038349213841116225,"[0.8990825688073395, 0.9067524115755627]"
random_initialization,rank_selection,blend_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.8826180322414784,0.0041133593442821414,"[0.8867313915857605, 0.8785046728971962]"
random_initialization,rank_selection,blend_crossover,uniform_mutation,100,100,0.1,0.9,2,0.8804334554334554,0.01059218559218561,"[0.8910256410256411, 0.8698412698412699]"
random_initialization,rank_selection,blend_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.8708079159148838,0.009450983761491505,"[0.8802588996763754, 0.8613569321533924]"
xavier_initialization,roulette_selection,arithmetic_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.9201147489101916,0.0010208977775055805,"[0.9211356466876972, 0.919093851132686]"
xavier_initialization,roulette_selection,arithmetic_crossover,uniform_mutation,100,100,0.1,0.9,2,0.9213836477987422,0.0031446540880503138,"[0.9245283018867925, 0.9182389937106918]"
xavier_initialization,roulette_selection,arithmetic_crossover,non_uniform_mutation,100,100,0.1,0.9,2,0.9238630865989357,0.005624092888243837,"[0.9294871794871795, 0.9182389937106918]"
xavier_initialization,roulette_selection,blend_crossover,gaussian_mutation,100,100,0.1,0.9,2,0.9152431280979886,0.0038507230346974675,"[0.919093851132686, 0.9113924050632911]"
