algorithm,fitness_metric,colony_size,n_iterations,limit,best_fitness,accuracy,recall,precision,f1,n_pred_pos,n_pred_neg,runtime,seed
ABC,f1,50,50,10,0.8838709677419355,0.8153846153846154,0.9319727891156463,0.8404907975460123,0.8838709677419355,163,32,18.560269594192505,42
